# Ni2+, Z = 28
# Ground state: 2p6 3d8, Excited state: 2p5 3d9
# Slater-Condon integrals reduction (100% means no reduction): Fdd = 80%, Fpd = 80%, Gpd = 80%
# Spin-Orbit coupling reduction: Core - 99%, Valence - 99%
#
# C4h crystal field symmetry
# 10dq =  1.000 eV, d1 =  0.000 eV, d3 = 0.000 eV
#
# Initial states used and their weight (T = 300.0 K)
# State Energy Weight
# -1+ -2.428 (33.3%)
# 1+ -2.428 (33.3%)
# 2+ -2.428 (33.3%)
#
# Lifetime broadening (lorentzian) = 0.50
# Instrumental broadening (gaussian) = 0.10
#
parallel,right,left
0.06875902439024273,0.12947326749726693,0.12947330311509847,0.12947330311509847
0.1692399999999985,0.12502810901557063,0.12502814508540308,0.12502814508540308
0.2697209756097543,0.12089888447228263,0.12089892109615115,0.12089892109615115
0.37020195121951005,0.1170598045953776,0.11705984187067951,0.11705984187067951
0.4706829268292676,0.11348803087512767,0.1134880688955916,0.1134880688955916
0.5711639024390234,0.11016328911756558,0.11016332797412583,0.11016332797412583
0.6716448780487791,0.10706754406615256,0.10706758384773973,0.10706758384773973
0.7721258536585349,0.10418472432355586,0.10418476511782712,0.10418476511782712
0.8726068292682907,0.1015004889435702,0.10150053083758945,0.10150053083758945
0.9730878048780465,0.09900202873950577,0.09900207182037787,0.09900207182037787
1.073568780487804,0.09667789667809724,0.096677941033578,0.096677941033578
1.1740497560975598,0.09451786277844697,0.09451790849752621,0.09451790849752621
1.2745307317073156,0.09251278977495622,0.09251283694843081,0.09251283694843081
1.3750117073170713,0.09065452647832449,0.09065457519936516,0.09065457519936516
1.4754926829268271,0.08893581631511238,0.08893586667983122,0.08893586667983122
1.5759736585365829,0.08735021897161215,0.08735027107963927,0.08735027107963927
1.6764546341463404,0.08589204343315013,0.08589209738822615,0.08589209738822615
1.7769356097560962,0.08455629101214286,0.08455634692273475,0.08455634692273475
1.877416585365852,0.08333860721037345,0.08333866519031737,0.08333866519031737
1.9778975609756078,0.08223524147345837,0.0822353016426435,0.0822353016426435
2.0783785365853635,0.08124301407674647,0.08124307656184239,0.08124307656184239
2.178859512195121,0.0803592895387041,0.08035935447394213,0.08035935447394213
2.279340487804877,0.07958195609583751,0.07958202362385684,0.07958202362385684
2.3798214634146326,0.07890941089712311,0.07890948116989024,0.07890948116989024
2.4803024390243884,0.07834055068978918,0.07834062386960373,0.07834062386960373
2.580783414634144,0.0778747678758373,0.07787484413643819,0.07787484413643819
2.6812643902439,0.07751195192318354,0.0775120314509672,0.0775120314509672
2.7817453658536575,0.07725249622000559,0.07725257921537862,0.07725257921537862
2.8822263414634133,0.07709731056904527,0.07709739724792426,0.07709739724792426
2.982707317073169,0.07704783963361275,0.07704793022910256,0.07704793022910256
3.083188292682925,0.07710608777267373,0.07710618253694197,0.07710618253694197
3.1836692682926806,0.0772746508427715,0.07727475004915553,0.07727475004915553
3.2841502439024364,0.07755675570471958,0.07755685965009813,0.07755685965009813
3.384631219512194,0.07795630835871557,0.0779564173661912,0.0779564173661912
3.4851121951219497,0.07847795185007288,0.078478066272007,0.078478066272007
3.5855931707317055,0.07912713534779131,0.07912725556925704,0.07912725556925704
3.6860741463414612,0.079910196110819,0.07991032255353571,0.07991032255353571
3.786555121951217,0.08083445643576079,0.08083458956259483,0.08083458956259483
3.887036097560973,0.08190833814269348,0.08190847846281947,0.08190847846281947
3.9875170731707303,0.08314149772483331,0.08314164579967392,0.08314164579967392
4.087998048780486,0.08454498599213948,0.08454514244222561,0.08454514244222561
4.188479024390242,0.08613143691571414,0.08613160242863138,0.08613160242863138
4.288959999999998,0.08791529147775896,0.08791546681739325,0.08791546681739325
4.389440975609753,0.08991306371468241,0.08991324973200347,0.08991324973200347
4.489921951219509,0.09214365789268399,0.09214385553838837,0.09214385553838837
4.590402926829267,0.0946287479874913,0.09462895832687188,0.09462895832687188
4.6908839024390225,0.09739323350177846,0.09739345773229639,0.09739345773229639
4.791364878048778,0.10046578934552845,0.10046602881766557,0.10046602881766557
4.891845853658534,0.10387953229724257,0.10387978853935947,0.10387978853935947
4.99232682926829,0.10767283282667439,0.10767310757480532,0.10767310757480532
5.092807804878047,0.1118903092992825,0.11189060453300481,0.11189060453300481
5.193288780487803,0.11658405249841744,0.1165843704842916,0.1165843704842916
5.293769756097559,0.12181514296679903,0.121815486311263,0.121815486311263
5.394250731707315,0.12765554324705822,0.12765591496122738,0.12765591496122738
5.4947317073170705,0.13419047361397102,0.13419087719351863,0.13419087719351863
5.595212682926826,0.1415214160650458,0.14152185558933025,0.14152185558933025
5.695693658536584,0.14976994106091976,0.14977042131685064,0.14977042131685064
5.79617463414634,0.15908262035498505,0.1590831469929478,0.1590831469929478
5.896655609756095,0.16963738522530802,0.169637964956932,0.169637964956932
5.997136585365851,0.181651824004466,0.18165246485548583,0.18165246485548583
6.097617560975607,0.1953941023759742,0.19539481401220468,0.19539481401220468
6.198098536585363,0.2111974574943638,0.21119825164550055,0.21119825164550055
6.29857951219512,0.2294795939515505,0.22948048496687776,0.22948048496687776
6.399060487804876,0.2507688359249812,0.2507698415081834,0.2507698415081834
6.499541463414632,0.2757396089004041,0.27574075108888646,0.27574075108888646
6.600022439024388,0.30526076142997133,0.30526206790885557,0.30526206790885557
6.700503414634143,0.3404613332918276,0.3404628391649769,0.3404628391649769
6.800984390243899,0.38281930498817024,0.3828210551662747,0.3828210551662747
6.901465365853657,0.434278558410204,0.4342806108084469,0.4342806108084469
7.001946341463412,0.4973947669624821,0.49739719669279986,0.49739719669279986
7.102427317073168,0.5754946507622364,0.5754975553624566,0.5754975553624566
7.202908292682924,0.6727873974641425,0.6727909026942708,0.6727909026942708
7.30338926829268,0.7942567578924058,0.794261022241555,0.794261022241555
7.4038702439024355,0.9449373887834708,0.9449426017095561,0.9449426017095561
7.504351219512193,1.1278465783550278,1.1278529417676337,1.1278529417676337
7.604832195121949,1.3397355102133546,1.3397431871163208,1.3397431871163208
7.705313170731705,1.565014253297951,1.5650232727148594,1.5650232727148594
7.80579414634146,1.7718812283604684,1.7718913699033594,1.7718913699033594
7.906275121951216,1.918486478123454,1.918497216979271,1.918497216979271
8.006756097560974,1.9724663182695714,1.972476920840997,1.972476920840997
8.10723707317073,1.9318506280843737,1.9318603810580206,1.9318603810580206
8.207718048780485,1.8278671416192018,1.8278755644801483,1.8278755644801483
8.308199024390241,1.7069481517775753,1.7069550601407975,1.7069550601407975
8.408679999999997,1.6096507075108593,1.6096561376004366,1.6096561376004366
8.509160975609753,1.5615355178750863,1.5615396091501026,1.5615396091501026
8.609641951219508,1.5751578274776075,1.5751607350103811,1.5751607350103811
8.710122926829264,1.6547204099641681,1.654722262996299,1.654722262996299
8.81060390243902,1.7972285393285636,1.7972294363987906,1.7972294363987906
8.91108487804878,1.9882802040625864,1.9882802339267587,1.9882802339267587
9.011565853658535,2.194926402541463,2.1949256811486904,2.1949256811486904
9.11204682926829,2.363942100958602,2.363940805488553,2.363940805488553
9.212527804878047,2.436420667726112,2.4364190381498907,2.4364190381498907
9.313008780487802,2.3773339486020695,2.3773322417670686,2.3773322417670686
9.413489756097558,2.197144803011938,2.197143225686932,2.197143225686932
9.513970731707314,1.9434973780513078,1.9434960465469917,1.9434960465469917
9.61445170731707,1.671445664049791,1.6714446097009446,1.6714446097009446
9.714932682926825,1.4193763829367059,1.4193755840076139,1.4193755840076139
9.815413658536581,1.203722703490322,1.2037221166660856,1.2037221166660856
9.915894634146337,1.0259973460893115,1.0259969257987072,1.0259969257987072
10.016375609756093,0.8816068687499813,0.8816065754527059,0.8816065754527059
10.116856585365852,0.7651591142226707,0.7651589164151184,0.7651589164151184
10.217337560975608,0.6719568844225371,0.6719567579962702,0.6719567579962702
10.317818536585364,0.5975373082075802,0.5975372350444527,0.5975372350444527
10.41829951219512,0.5370652975257821,0.5370652640973292,0.5370652640973292
10.518780487804875,0.48551799044929134,0.4855179866571682,0.4855179866571682
10.619261463414631,0.4387388805391735,0.43873889882377776,0.43873889882377776
10.719742439024387,0.3945624059996636,0.39456244067713797,0.39456244067713797
10.820223414634143,0.3529125181594318,0.3529125649353166,0.3529125649353166
10.920704390243898,0.31476428289190117,0.3147643385058224,0.3147643385058224
11.021185365853654,0.2809682836575982,0.2809683456233494,0.2809683456233494
11.12166634146341,0.25174339653419797,0.25174346294882144,0.25174346294882144
11.222147317073166,0.2267749906831045,0.22677506008584097,0.22677506008584097
11.322628292682925,0.20549689050389552,0.20549696177130047,0.20549696177130047
11.42310926829268,0.18730323902790882,0.18730331129533412,0.18730331129533412
11.523590243902436,0.171649568068745,0.17164964067114916,0.17164964067114916
11.624071219512192,0.158082260834285,0.15808233326132248,0.15808233326132248
11.724552195121948,0.14623548725501104,0.14623555911674058,0.14623555911674058
11.825033170731704,0.13581750201953902,0.13581757302006953,0.13581757302006953
11.92551414634146,0.12659572561010526,0.12659579552724323,0.12659579552724323
12.025995121951215,0.1183838050460509,0.11838387371548689,0.11838387371548689
12.126476097560971,0.11103128052596428,0.11103134782892475,0.11103134782892475
12.226957073170727,0.10441446956569181,0.10441453541842027,0.10441453541842027
12.327438048780483,0.09836798099368793,0.0983680452937004,0.0983680452937004
12.427919024390242,0.0915561064518528,0.09155616820962928,0.09155616820962928
12.5284,0.07622255941259558,0.07622261206029655,0.07622261206029655
